8.2720000e-04	1.0771000e-03	4.6589637e-01	1.3272000e-03	1.5771000e-03	-4.6589637e-01	1.8272000e-03	2.0771000e-03	4.6589637e-01	6.4630000e-04	9.0040000e-04	4.1166457e-01	1.1510000e-03	1.4019000e-03	-4.1404248e-01	1.6526000e-03	1.9023000e-03	4.1190939e-01	7.2240000e-04	9.7520000e-04	4.6418566e-01	1.2264000e-03	1.4765000e-03	-4.6218369e-01	1.7267000e-03	1.9766000e-03	4.6109876e-01	6.4630000e-04	9.0040000e-04	4.1166251e-01	1.1510000e-03	1.4019000e-03	-4.1404041e-01	1.6526000e-03	1.9023000e-03	4.1190733e-01	-1.2000000e+01
8.3650000e-04	1.0865000e-03	5.1713073e-01	1.3365000e-03	1.5865000e-03	-5.1713073e-01	1.8365000e-03	2.0865000e-03	5.1713073e-01	6.5510000e-04	9.0960000e-04	4.5836265e-01	1.1606000e-03	1.4113000e-03	-4.5945028e-01	1.6620000e-03	1.9117000e-03	4.5714971e-01	7.3180000e-04	9.8460000e-04	5.1572312e-01	1.2359000e-03	1.4859000e-03	-5.1286737e-01	1.7361000e-03	1.9859000e-03	5.1178810e-01	6.5510000e-04	9.0960000e-04	4.5836036e-01	1.1606000e-03	1.4113000e-03	-4.5944798e-01	1.6620000e-03	1.9117000e-03	4.5714742e-01	-1.2000000e+01
8.5680000e-04	1.1068000e-03	6.2168131e-01	1.3568000e-03	1.6068000e-03	-6.2168131e-01	1.8568000e-03	2.1068000e-03	6.2168131e-01	6.7430000e-04	9.2950000e-04	5.5442895e-01	1.1813000e-03	1.4317000e-03	-5.5207855e-01	1.6823000e-03	1.9320000e-03	5.4943701e-01	7.5220000e-04	1.0049000e-03	6.2120782e-01	1.2564000e-03	1.5062000e-03	-6.1623258e-01	1.7564000e-03	2.0062000e-03	6.1521464e-01	6.7430000e-04	9.2950000e-04	5.5442618e-01	1.1813000e-03	1.4317000e-03	-5.5207579e-01	1.6823000e-03	1.9320000e-03	5.4943426e-01	-1.1000000e+01
8.7510000e-04	1.1250000e-03	7.0718350e-01	1.3751000e-03	1.6250000e-03	-7.0718350e-01	1.8751000e-03	2.1250000e-03	7.0718350e-01	6.9160000e-04	9.4750000e-04	6.3370915e-01	1.1999000e-03	1.4500000e-03	-6.2781502e-01	1.7005000e-03	1.9502000e-03	6.2488059e-01	7.7050000e-04	1.0231000e-03	7.0778723e-01	1.2748000e-03	1.5245000e-03	-7.0071463e-01	1.7746000e-03	2.0244000e-03	6.9978551e-01	6.9160000e-04	9.4750000e-04	6.3370598e-01	1.1999000e-03	1.4500000e-03	-6.2781189e-01	1.7005000e-03	1.9502000e-03	6.2487746e-01	-1.1000000e+01
8.7930000e-04	1.1293000e-03	7.2576117e-01	1.3793000e-03	1.6293000e-03	-7.2576116e-01	1.8793000e-03	2.1293000e-03	7.2576116e-01	6.9560000e-04	9.5160000e-04	6.5101374e-01	1.2042000e-03	1.4543000e-03	-6.4427079e-01	1.7048000e-03	1.9545000e-03	6.4126952e-01	7.7470000e-04	1.0274000e-03	7.2663579e-01	1.2791000e-03	1.5287000e-03	-7.1906578e-01	1.7788000e-03	2.0287000e-03	7.1815943e-01	6.9560000e-04	9.5160000e-04	6.5101049e-01	1.2042000e-03	1.4543000e-03	-6.4426757e-01	1.7048000e-03	1.9545000e-03	6.4126631e-01	-1.1000000e+01
8.8150000e-04	1.1314000e-03	7.3501026e-01	1.3815000e-03	1.6314000e-03	-7.3501025e-01	1.8815000e-03	2.1314000e-03	7.3501025e-01	6.9770000e-04	9.5380000e-04	6.5963896e-01	1.2064000e-03	1.4565000e-03	-6.5246353e-01	1.7069000e-03	1.9566000e-03	6.4942843e-01	7.7690000e-04	1.0295000e-03	7.3602451e-01	1.2812000e-03	1.5309000e-03	-7.2820155e-01	1.7810000e-03	2.0308000e-03	7.2730684e-01	6.9770000e-04	9.5380000e-04	6.5963566e-01	1.2064000e-03	1.4565000e-03	-6.5246027e-01	1.7069000e-03	1.9566000e-03	6.4942519e-01	-1.1000000e+01
8.8850000e-04	1.1385000e-03	7.6446981e-01	1.3885000e-03	1.6385000e-03	-7.6446977e-01	1.8885000e-03	2.1385000e-03	7.6446977e-01	7.0440000e-04	9.6080000e-04	6.8715415e-01	1.2135000e-03	1.4636000e-03	-6.7855944e-01	1.7140000e-03	1.9637000e-03	6.7541398e-01	7.8390000e-04	1.0366000e-03	7.6595016e-01	1.2884000e-03	1.5380000e-03	-7.5729790e-01	1.7881000e-03	2.0379000e-03	7.5644177e-01	7.0440000e-04	9.6080000e-04	6.8715072e-01	1.2135000e-03	1.4636000e-03	-6.7855605e-01	1.7140000e-03	1.9637000e-03	6.7541060e-01	1.1000000e+01
8.9390000e-04	1.1438000e-03	7.8559910e-01	1.3939000e-03	1.6438000e-03	-7.8559902e-01	1.8939000e-03	2.1438000e-03	7.8559902e-01	7.0950000e-04	9.6600000e-04	7.0692760e-01	1.2189000e-03	1.4689000e-03	-6.9727732e-01	1.7194000e-03	1.9691000e-03	6.9404996e-01	7.8930000e-04	1.0419000e-03	7.8743341e-01	1.2937000e-03	1.5434000e-03	-7.7816480e-01	1.7934000e-03	2.0432000e-03	7.7733741e-01	7.0950000e-04	9.6600000e-04	7.0692407e-01	1.2189000e-03	1.4689000e-03	-6.9727384e-01	1.7194000e-03	1.9691000e-03	6.9404649e-01	0.0000000e+00
8.9680000e-04	1.1467000e-03	7.9666882e-01	1.3968000e-03	1.6467000e-03	-7.9666869e-01	1.8968000e-03	2.1467000e-03	7.9666871e-01	7.1220000e-04	9.6880000e-04	7.1729930e-01	1.2219000e-03	1.4718000e-03	-7.0708416e-01	1.7223000e-03	1.9719000e-03	7.0381287e-01	7.9210000e-04	1.0448000e-03	7.9869504e-01	1.2966000e-03	1.5462000e-03	-7.8909651e-01	1.7963000e-03	2.0461000e-03	7.8828446e-01	7.1220000e-04	9.6880000e-04	7.1729571e-01	1.2219000e-03	1.4718000e-03	-7.0708062e-01	1.7223000e-03	1.9719000e-03	7.0380935e-01	0.0000000e+00
9.0070000e-04	1.1506000e-03	8.1135377e-01	1.4007000e-03	1.6506000e-03	-8.1135357e-01	1.9007000e-03	2.1506000e-03	8.1135359e-01	7.1600000e-04	9.7270000e-04	7.3107101e-01	1.2258000e-03	1.4758000e-03	-7.2009438e-01	1.7262000e-03	1.9759000e-03	7.1676373e-01	7.9610000e-04	1.0488000e-03	8.1364135e-01	1.3006000e-03	1.5502000e-03	-8.0359790e-01	1.8002000e-03	2.0501000e-03	8.0280637e-01	7.1600000e-04	9.7270000e-04	7.3106735e-01	1.2258000e-03	1.4758000e-03	-7.2009078e-01	1.7262000e-03	1.9759000e-03	7.1676014e-01	1.1000000e+01
