8.2670000e-04	1.0767000e-03	4.6344765e-01	1.3267000e-03	1.5767000e-03	-4.6344765e-01	1.8267000e-03	2.0767000e-03	4.6344765e-01	6.4590000e-04	9.0000000e-04	4.0943913e-01	1.1506000e-03	1.4014000e-03	-4.1187190e-01	1.6521000e-03	1.9019000e-03	4.0974690e-01	7.2190000e-04	9.7480000e-04	4.6172498e-01	1.2259000e-03	1.4760000e-03	-4.5976075e-01	1.7263000e-03	1.9761000e-03	4.5867600e-01	6.4590000e-04	9.0000000e-04	4.0943708e-01	1.1506000e-03	1.4014000e-03	-4.1186984e-01	1.6521000e-03	1.9019000e-03	4.0974485e-01	-1.2000000e+01
8.3660000e-04	1.0866000e-03	5.1742130e-01	1.3366000e-03	1.5866000e-03	-5.1742130e-01	1.8366000e-03	2.0866000e-03	5.1742130e-01	6.5520000e-04	9.0960000e-04	4.5862822e-01	1.1607000e-03	1.4113000e-03	-4.5970777e-01	1.6620000e-03	1.9118000e-03	4.5740626e-01	7.3190000e-04	9.8460000e-04	5.1601570e-01	1.2359000e-03	1.4859000e-03	-5.1315479e-01	1.7361000e-03	1.9860000e-03	5.1207559e-01	6.5520000e-04	9.0960000e-04	4.5862593e-01	1.1607000e-03	1.4113000e-03	-4.5970547e-01	1.6620000e-03	1.9118000e-03	4.5740397e-01	-1.2000000e+01
8.5670000e-04	1.1066000e-03	6.2085990e-01	1.3567000e-03	1.6066000e-03	-6.2085991e-01	1.8567000e-03	2.1066000e-03	6.2085991e-01	6.7410000e-04	9.2940000e-04	5.5367032e-01	1.1811000e-03	1.4315000e-03	-5.5135091e-01	1.6821000e-03	1.9318000e-03	5.4871210e-01	7.5200000e-04	1.0047000e-03	6.2037741e-01	1.2562000e-03	1.5060000e-03	-6.1542076e-01	1.7562000e-03	2.0060000e-03	6.1440211e-01	6.7410000e-04	9.2940000e-04	5.5366755e-01	1.1811000e-03	1.4315000e-03	-5.5134816e-01	1.6821000e-03	1.9318000e-03	5.4870936e-01	-1.1000000e+01
8.7360000e-04	1.1236000e-03	7.0066126e-01	1.3736000e-03	1.6236000e-03	-7.0066127e-01	1.8736000e-03	2.1236000e-03	7.0066127e-01	6.9020000e-04	9.4600000e-04	6.2764033e-01	1.1984000e-03	1.4486000e-03	-6.2203784e-01	1.6991000e-03	1.9488000e-03	6.1912657e-01	7.6900000e-04	1.0217000e-03	7.0117305e-01	1.2733000e-03	1.5230000e-03	-6.9427155e-01	1.7731000e-03	2.0230000e-03	6.9333474e-01	6.9020000e-04	9.4600000e-04	6.2763719e-01	1.1984000e-03	1.4486000e-03	-6.2203473e-01	1.6991000e-03	1.9488000e-03	6.1912347e-01	-1.1000000e+01
8.7840000e-04	1.1284000e-03	7.2184271e-01	1.3784000e-03	1.6284000e-03	-7.2184270e-01	1.8784000e-03	2.1284000e-03	7.2184270e-01	6.9470000e-04	9.5080000e-04	6.4736158e-01	1.2033000e-03	1.4534000e-03	-6.4079988e-01	1.7039000e-03	1.9536000e-03	6.3781282e-01	7.7380000e-04	1.0265000e-03	7.2265913e-01	1.2781000e-03	1.5278000e-03	-7.1519523e-01	1.7779000e-03	2.0278000e-03	7.1428400e-01	6.9470000e-04	9.5080000e-04	6.4735834e-01	1.2033000e-03	1.4534000e-03	-6.4079667e-01	1.7039000e-03	1.9536000e-03	6.3780963e-01	-1.1000000e+01
8.8250000e-04	1.1324000e-03	7.3940635e-01	1.3825000e-03	1.6324000e-03	-7.3940634e-01	1.8825000e-03	2.1324000e-03	7.3940634e-01	6.9860000e-04	9.5480000e-04	6.6374085e-01	1.2074000e-03	1.4575000e-03	-6.5635764e-01	1.7080000e-03	1.9577000e-03	6.5330634e-01	7.7790000e-04	1.0306000e-03	7.4048815e-01	1.2823000e-03	1.5319000e-03	-7.3254366e-01	1.7820000e-03	2.0319000e-03	7.3165460e-01	6.9860000e-04	9.5480000e-04	6.6373753e-01	1.2074000e-03	1.4575000e-03	-6.5635436e-01	1.7080000e-03	1.9577000e-03	6.5330307e-01	-1.1000000e+01
8.8680000e-04	1.1367000e-03	7.5728994e-01	1.3868000e-03	1.6367000e-03	-7.5728991e-01	1.8868000e-03	2.1367000e-03	7.5728991e-01	7.0270000e-04	9.5900000e-04	6.8044232e-01	1.2118000e-03	1.4618000e-03	-6.7219924e-01	1.7123000e-03	1.9620000e-03	6.6908107e-01	7.8220000e-04	1.0349000e-03	7.5865376e-01	1.2866000e-03	1.5363000e-03	-7.5020684e-01	1.7863000e-03	2.0362000e-03	7.4934114e-01	7.0270000e-04	9.5900000e-04	6.8043891e-01	1.2118000e-03	1.4618000e-03	-6.7219588e-01	1.7123000e-03	1.9620000e-03	6.6907773e-01	1.1000000e+01
8.9530000e-04	1.1453000e-03	7.9122422e-01	1.3953000e-03	1.6453000e-03	-7.9122411e-01	1.8953000e-03	2.1453000e-03	7.9122412e-01	7.1090000e-04	9.6740000e-04	7.1219698e-01	1.2204000e-03	1.4704000e-03	-7.0226067e-01	1.7208000e-03	1.9705000e-03	6.9901108e-01	7.9070000e-04	1.0434000e-03	7.9315552e-01	1.2952000e-03	1.5448000e-03	-7.8371986e-01	1.7949000e-03	2.0447000e-03	7.8290024e-01	7.1090000e-04	9.6740000e-04	7.1219341e-01	1.2204000e-03	1.4704000e-03	-7.0225715e-01	1.7208000e-03	1.9705000e-03	6.9900759e-01	0.0000000e+00
8.9770000e-04	1.1477000e-03	8.0028739e-01	1.3977000e-03	1.6477000e-03	-8.0028725e-01	1.8977000e-03	2.1477000e-03	8.0028726e-01	7.1310000e-04	9.6980000e-04	7.2069155e-01	1.2228000e-03	1.4728000e-03	-7.1029001e-01	1.7232000e-03	1.9729000e-03	7.0700423e-01	7.9310000e-04	1.0458000e-03	8.0237733e-01	1.2976000e-03	1.5472000e-03	-7.9266994e-01	1.7972000e-03	2.0471000e-03	7.9186292e-01	7.1310000e-04	9.6980000e-04	7.2068794e-01	1.2228000e-03	1.4728000e-03	-7.1028646e-01	1.7232000e-03	1.9729000e-03	7.0700070e-01	1.1000000e+01
9.0050000e-04	1.1505000e-03	8.1068698e-01	1.4005000e-03	1.6505000e-03	-8.1068678e-01	1.9005000e-03	2.1505000e-03	8.1068680e-01	7.1580000e-04	9.7250000e-04	7.3044538e-01	1.2256000e-03	1.4756000e-03	-7.1950365e-01	1.7260000e-03	1.9757000e-03	7.1617571e-01	7.9590000e-04	1.0486000e-03	8.1296256e-01	1.3004000e-03	1.5500000e-03	-8.0293948e-01	1.8000000e-03	2.0499000e-03	8.0214703e-01	7.1580000e-04	9.7250000e-04	7.3044172e-01	1.2256000e-03	1.4756000e-03	-7.1950005e-01	1.7260000e-03	1.9757000e-03	7.1617213e-01	1.1000000e+01
